time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2016-10-27T03:56:38.700Z,18.5695,-65.0329,27,3,Md,13,212.4,0.22996871,0.15,pr,pr16301001,2016-10-27T04:33:52.287Z,"27km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.7,1.5,0,11,reviewed,pr,pr
2016-10-27T03:50:24.490Z,42.9315,13.0468,10,4.2,mwr,,71,0.249,0.33,us,us1000729w,2016-10-27T18:11:54.098Z,"3km W of Visso, Italy",earthquake,4.2,2,0.066,22,reviewed,us,us
2016-10-27T03:20:27.540Z,35.1052,-97.7297,8.27,2.7,mb_lg,,78,0.304,0.34,us,us1000729q,2016-10-28T14:46:22.551Z,"7km WSW of Blanchard, Oklahoma",earthquake,0.9,4.2,0.083,38,reviewed,us,us
2016-10-27T03:19:27.910Z,42.8301,13.1201,10,4.5,mb,,39,0.281,0.69,us,us1000729p,2016-10-27T04:26:01.040Z,"4km NNE of Norcia, Italy",earthquake,5.2,1.9,0.124,19,reviewed,us,us
2016-10-27T01:39:46.700Z,19.1697,-64.8805,12,2.5,Md,3,320.4,0.83992479,0.33,pr,pr16301000,2016-10-27T04:13:14.457Z,"87km NNW of Road Town, British Virgin Islands",earthquake,16.4,22.6,0,2,reviewed,pr,pr
2016-10-27T01:03:12.550Z,-1.4288,-15.5944,10,5.2,mb,,38,6.576,1,us,us10007287,2016-10-27T11:57:10.000Z,North of Ascension Island,earthquake,9.5,1.8,0.059,94,reviewed,us,us
2016-10-27T00:59:33.610Z,-22.197,-68.3722,121.68,4.6,mwr,,32,0.648,0.91,us,us10007285,2016-10-27T02:20:43.862Z,"65km ENE of Calama, Chile",earthquake,5.9,7.4,,,reviewed,us,guc
2016-10-27T00:58:29.630Z,53.6622,-163.7024,18.79,4.9,mb,,159,1.208,1.01,us,us10007286,2016-10-27T02:08:33.040Z,"133km S of False Pass, Alaska",earthquake,5.8,3.9,0.051,120,reviewed,us,us
2016-10-27T00:31:36.580Z,-12.8141,-76.6573,57.27,4.5,mb,,167,0.841,0.68,us,us10007283,2016-10-28T12:41:58.055Z,"17km S of Mala, Peru",earthquake,7.4,9.5,0.151,13,reviewed,us,us
2016-10-27T00:21:31.310Z,42.9519,13.0198,10,4.2,mb,,41,0.256,1.13,us,us10007281,2016-10-27T06:59:46.768Z,"6km WNW of Visso, Italy",earthquake,5.1,1.9,0.263,4,reviewed,us,us
2016-10-26T23:52:31.380Z,42.8024,13.1123,10,4,mb,,48,0.307,1.07,us,us1000727n,2016-10-27T06:58:37.697Z,"1km NE of Norcia, Italy",earthquake,5,2,0.365,2,reviewed,us,us
2016-10-26T23:31:03.990Z,9.2275,-69.9023,10,4.5,mb,,48,0.799,0.97,us,us1000727g,2016-10-27T01:35:30.330Z,"17km SSE of Biscucuy, Venezuela",earthquake,4.6,2,0.18,9,reviewed,us,us
2016-10-26T22:41:56.000Z,52.6091,-169.3072,12.2,3.1,ml,,,,0.43,ak,ak14274415,2016-10-29T00:33:43.922Z,"47km SW of Nikolski, Alaska",earthquake,0.7,0.6,,,reviewed,ak,ak
2016-10-26T21:44:56.170Z,33.185,-115.6058333,3.02,2.54,ml,61,44,0.01114,0.22,ci,ci37512207,2016-10-29T23:26:57.985Z,"10km SW of Niland, CA",earthquake,0.16,0.19,0.181,26,reviewed,ci,ci
2016-10-26T21:42:03.500Z,42.9226,13.1361,10,4.9,mb,,23,0.202,0.93,us,us1000726w,2016-10-27T20:41:14.498Z,"4km E of Visso, Italy",earthquake,5.4,1.9,0.047,140,reviewed,us,us
2016-10-26T21:24:52.940Z,42.8768,13.0042,10,4.1,mb,,79,0.305,0.97,us,us1000726r,2016-10-26T22:50:18.434Z,"6km ESE of Sellano, Italy",earthquake,5.6,2,0.185,8,reviewed,us,us
2016-10-26T20:37:00.210Z,19.2653333,-155.2855,26.592,3.61,ml,54,150,0.03711,0.12,hv,hv61458436,2016-10-27T08:05:47.697Z,"18km SSW of Volcano, Hawaii",earthquake,0.48,0.54,0.132,39,reviewed,hv,hv
2016-10-26T20:04:13.900Z,18.461,-64.7313,98,2.5,Md,3,302.4,0.13474729,0.1,pr,pr16300008,2016-10-27T00:05:29.265Z,"13km WNW of Road Town, British Virgin Islands",earthquake,9.5,1.3,0,2,reviewed,pr,pr
2016-10-26T19:34:33.000Z,54.9568,-159.7394,17.5,2.7,ml,,,,0.41,ak,ak14274200,2016-10-29T00:33:52.492Z,"22km NNW of Chernabura Island, Alaska",earthquake,0.7,0.6,,,reviewed,ak,ak
2016-10-26T19:18:08.320Z,42.9343,13.0434,10,6.1,mww,,21,0.249,1.24,us,us1000725y,2016-10-29T21:53:03.024Z,"3km W of Visso, Italy",earthquake,4.9,1.7,,,reviewed,us,us
2016-10-26T19:16:03.900Z,-11.5728,-13.7838,13.81,5.2,mb,,60,3.661,1.15,us,us10007261,2016-10-26T19:41:52.040Z,Ascension Island region,earthquake,9,4.1,0.093,38,reviewed,us,us
2016-10-26T18:38:55.000Z,52.4412,-169.3219,28.2,3.1,ml,,,,0.45,ak,ak14274129,2016-10-26T22:06:09.959Z,"63km SSW of Nikolski, Alaska",earthquake,1,3.8,,,reviewed,ak,ak
2016-10-26T18:31:59.000Z,61.5575,-141.1688,0,3.1,ml,,,,0.83,ak,ak14274108,2016-10-26T18:49:38.155Z,"173km E of Chitina, Alaska",earthquake,0.3,0.3,,,automatic,ak,ak
2016-10-26T18:31:58.000Z,61.5515,-140.9368,8.8,3,ml,,,,0.68,ak,ak14274112,2016-10-29T00:34:11.102Z,"184km NNE of Cape Yakataga, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-10-26T18:00:49.000Z,52.3619,-174.3919,195.9,2.7,ml,,,,0.45,ak,ak14283479,2016-10-29T00:33:40.032Z,"22km NW of Atka, Alaska",earthquake,7.5,1,,,reviewed,ak,ak
2016-10-26T17:50:37.680Z,17.7779,-61.1563,10,4.7,mb,,111,0.609,0.84,us,us1000725g,2016-10-26T21:40:46.040Z,"71km ENE of Codrington, Barbuda",earthquake,5.4,1.9,0.067,68,reviewed,us,us
2016-10-26T17:10:37.880Z,42.857,13.0228,10,5.5,mww,,31,0.071,0.91,us,us20007guy,2016-10-27T23:19:50.504Z,"8km ESE of Sellano, Italy",earthquake,4.9,1.7,,,reviewed,us,us
2016-10-26T14:49:54.000Z,54.5855,-164.3717,5.1,3.1,ml,,,,0.58,ak,ak14273213,2016-10-29T00:05:17.842Z,"68km WSW of False Pass, Alaska",earthquake,0.3,0.3,,,reviewed,ak,ak
2016-10-26T14:15:39.780Z,39.4927,54.5363,20.39,5.4,mww,,28,3.206,0.7,us,us20007guj,2016-10-26T22:18:13.809Z,"14km E of Balkanabat, Turkmenistan",earthquake,7.1,3.9,,,reviewed,us,us
2016-10-26T14:08:08.420Z,-9.3434,-75.4232,42.5,5,mb,,95,2.974,0.71,us,us20007guh,2016-10-29T14:51:15.842Z,"64km E of Tingo Maria, Peru",earthquake,6.4,4.4,0.031,338,reviewed,us,us
2016-10-26T11:53:51.500Z,18.132,-68.3161,66,3.4,Md,16,205.2,0.38358063,0.27,pr,pr16300004,2016-10-26T12:25:01.588Z,"41km SE of Boca de Yuma, Dominican Republic",earthquake,2.4,2,0,14,reviewed,pr,pr
2016-10-26T11:53:25.000Z,51.4753,-179.427,64,2.5,ml,,,,0.42,ak,ak14283444,2016-10-29T00:05:30.343Z,"32km NW of Amatignak Island, Alaska",earthquake,2.8,2,,,reviewed,ak,ak
2016-10-26T10:12:34.840Z,35.7335,140.1485,61.23,4.5,mb,,123,0.497,0.6,us,us20007gtm,2016-10-29T06:18:58.743Z,"7km WNW of Sakura, Japan",earthquake,5.5,5.5,0.09,36,reviewed,us,us
2016-10-26T10:08:08.020Z,-37.3966,179.2975,10,4.6,mb,,249,0.805,0.57,us,us20007gtl,2016-10-29T19:00:26.849Z,"179km NE of Gisborne, New Zealand",earthquake,9.4,2,0.151,13,reviewed,us,us
2016-10-26T10:01:05.400Z,17.7555,-68.2751,72,3.3,Md,6,327.6,0.98185861,0.38,pr,pr16300007,2016-10-26T13:05:22.199Z,"77km SSE of Boca de Yuma, Dominican Republic",earthquake,4.7,9.6,0,3,reviewed,pr,pr
2016-10-26T09:57:49.100Z,18.0746,-68.4671,49,3.4,Md,12,273.6,0.44376775,0.31,pr,pr16300006,2016-10-26T12:48:35.140Z,"36km SSE of Boca de Yuma, Dominican Republic",earthquake,3.9,5.2,0,11,reviewed,pr,pr
2016-10-26T09:07:32.200Z,18.1886,-68.0525,104,3.3,Md,17,190.8,0.44915764,0.37,pr,pr16300002,2016-10-26T09:30:28.666Z,"57km SE of Punta Cana, Dominican Republic",earthquake,3.3,1.4,0,13,reviewed,pr,pr
2016-10-26T08:12:16.800Z,18.6928,-68.2508,67,3.1,Md,8,183.6,1.07438508,0.89,pr,pr16300005,2016-10-26T12:29:52.126Z,"20km NE of Punta Cana, Dominican Republic",earthquake,7.7,9.6,0,5,reviewed,pr,pr
2016-10-26T07:35:59.400Z,19.0263,-64.5699,56,2.8,Md,7,306,0.60726113,0.28,pr,pr16300003,2016-10-26T11:34:31.065Z,"67km N of Road Town, British Virgin Islands",earthquake,7.7,10.6,0,7,reviewed,pr,pr
2016-10-26T07:11:10.440Z,40.7355,-121.526,7.07,2.71,md,22,97,0.09438,0.06,nc,nc72717641,2016-10-27T02:35:48.879Z,"18km SSE of Burney, California",earthquake,0.22,0.94,0.165,29,reviewed,nc,nc
2016-10-26T06:29:09.260Z,23.1201,92.7926,41.93,4.7,mb,,124,0.883,0.83,us,us20007gsu,2016-10-27T04:09:42.711Z,"20km SSW of Serchhip, India",earthquake,7.4,6.7,0.099,31,reviewed,us,us
2016-10-26T06:19:03.580Z,36.3268,-97.5206,5,3.1,mb_lg,,38,0.191,0.44,us,us20007gst,2016-10-27T04:24:39.433Z,"21km WNW of Perry, Oklahoma",earthquake,0.7,2,0.09,32,reviewed,us,us
2016-10-26T05:19:50.510Z,-15.54,-174.8724,10,6.1,mww,,52,3.405,0.98,us,us20007gsh,2016-10-26T15:02:56.496Z,"128km WNW of Hihifo, Tonga",earthquake,7.2,1.4,,,reviewed,us,us
2016-10-26T04:38:03.000Z,54.6333,-164.447,6.1,2.6,ml,,,,0.67,ak,ak14270435,2016-10-29T00:05:34.279Z,"70km WSW of False Pass, Alaska",earthquake,0.5,0.2,,,reviewed,ak,ak
2016-10-26T04:18:05.000Z,51.5114,-177.327,4.9,3.9,ml,,,,0.53,ak,ak14270428,2016-10-29T00:05:44.901Z,"61km SW of Adak, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-10-26T03:47:15.800Z,19.0485,-67.8165,27,2.9,Md,10,244.8,0.75368652,0.27,pr,pr16300000,2016-10-26T07:57:22.923Z,"80km NE of Punta Cana, Dominican Republic",earthquake,1.8,17.1,0,7,reviewed,pr,pr
2016-10-26T03:46:45.000Z,61.5701,-140.9819,1.4,3,ml,,,,0.93,ak,ak14270395,2016-10-29T00:08:00.813Z,"183km E of Chitina, Alaska",earthquake,0.1,0.1,,,reviewed,ak,ak
2016-10-26T02:21:59.220Z,22.8923,94.5887,110.08,5,mb,,53,0.946,0.9,us,us20007grv,2016-10-26T06:54:50.336Z,"83km SSE of Mawlaik, Burma",earthquake,5.1,4.1,0.054,107,reviewed,us,us
2016-10-26T01:21:10.150Z,38.7766667,-122.7246667,0.97,2.93,md,71,39,0.006726,0.1,nc,nc72717511,2016-10-29T18:51:14.467Z,"2km E of The Geysers, California",earthquake,0.12,0.13,0.221,77,reviewed,nc,nc
2016-10-25T22:24:56.200Z,18.5077,-66.8375,15,3.2,Md,14,190.8,0.17786643,0.2,pr,pr16299015,2016-10-25T23:01:58.237Z,"2km NNW of Hatillo, Puerto Rico",earthquake,0.6,1.2,0,13,reviewed,pr,pr
2016-10-25T22:00:26.090Z,7.0757,92.4647,10,4.8,mb,,121,4.559,0.64,us,us20007gqu,2016-10-25T22:19:24.040Z,"136km SW of Mohean, India",earthquake,4.2,1.9,0.072,59,reviewed,us,us
2016-10-25T20:04:25.990Z,22.2169,143.8326,103.01,4.7,mb,,83,5.083,0.98,us,us20007gqa,2016-10-26T17:27:50.040Z,"216km NNW of Farallon de Pajaros, Northern Mariana Islands",earthquake,8.8,6.6,0.057,95,reviewed,us,us
2016-10-25T18:45:34.090Z,16.234,-61.4735,90.85,4.6,mb,,82,0.211,0.61,us,us20007gpu,2016-10-27T18:25:19.405Z,"3km NE of Le Gosier, Guadeloupe",earthquake,7.8,5,0.076,52,reviewed,us,us
2016-10-25T18:15:01.060Z,-4.6705,152.8653,62.14,5,mb,,54,0.846,0.9,us,us20007gpq,2016-10-26T17:05:51.040Z,"29km SW of Taron, Papua New Guinea",earthquake,7,5.3,0.054,111,reviewed,us,us
2016-10-25T17:35:49.850Z,36.8611,141.5083,30.76,4.6,mb,,146,1.157,1.12,us,us20007gp5,2016-10-26T15:08:53.040Z,"59km ESE of Iwaki, Japan",earthquake,5.6,5.9,0.085,41,reviewed,us,us
2016-10-25T16:53:00.810Z,43.596,11.0667,10,4.2,mb,,113,0.148,0.82,us,us20007gn0,2016-10-27T20:52:55.659Z,"5km NNE of Certaldo, Italy",earthquake,2.1,1.2,0.215,6,reviewed,us,us
2016-10-25T16:30:17.000Z,56.7258,-158.2067,112.8,3.2,ml,,,,0.75,ak,ak14266755,2016-10-25T16:52:39.467Z,"62km NNE of Chignik Lake, Alaska",earthquake,0.7,0.6,,,automatic,ak,ak
2016-10-25T16:10:01.710Z,-15.3892,-174.8291,10,5.2,mb,,65,3.299,1.1,us,us20007gmi,2016-10-26T13:15:57.040Z,"131km WNW of Hihifo, Tonga",earthquake,9.3,1.8,0.071,65,reviewed,us,us
2016-10-25T15:59:08.030Z,37.1526,-97.8354,5,2.6,mb_lg,,57,0.061,0.5,us,us20007gm7,2016-10-25T20:43:35.999Z,"17km E of Anthony, Kansas",earthquake,1.7,1.9,0.161,10,reviewed,us,us
2016-10-25T15:40:45.200Z,19.2084,-64.5278,54,3.3,Md,12,295.2,0.79051745,0.25,pr,pr16299008,2016-10-26T13:49:20.040Z,"88km N of Road Town, British Virgin Islands",earthquake,3.4,8.1,0,8,reviewed,pr,pr
2016-10-25T15:36:48.820Z,-4.8954,-81.2859,29.33,4.5,mb,,148,1.808,0.66,us,us20007gm4,2016-10-25T19:48:25.708Z,"28km NW of Paita, Peru",earthquake,9.4,6.1,0.103,28,reviewed,us,us
2016-10-25T15:21:19.000Z,58.9019,-154.4725,117.2,2.8,ml,,,,0.6,ak,ak14266737,2016-10-25T16:13:03.618Z,"97km SSE of Old Iliamna, Alaska",earthquake,0.4,0.4,,,automatic,ak,ak
2016-10-25T12:41:51.010Z,7.8674,137.2171,71.52,4.7,mb,,85,9.424,0.75,us,us20007glq,2016-10-25T14:08:17.040Z,"70km SSW of Ngulu, Micronesia",earthquake,13.2,9.2,0.092,36,reviewed,us,us
2016-10-25T12:37:35.200Z,18.9843,-65.3223,31,2.8,Md,4,284.4,0.67373646,0.1,pr,pr16299011,2016-10-25T17:16:54.692Z,"75km N of Culebra, Puerto Rico",earthquake,1.6,8.4,0,3,reviewed,pr,pr
2016-10-25T12:29:49.400Z,17.8446,-65.6494,7,2.6,Md,5,266.4,0.26679964,0.12,pr,pr16299009,2016-10-25T16:49:03.610Z,"30km SE of Emajagua, Puerto Rico",earthquake,1.1,1.2,0,4,reviewed,pr,pr
2016-10-25T11:58:35.840Z,36.6558,58.6261,10,4.5,mb,,134,1.334,1.17,us,us20007glj,2016-10-25T12:59:28.040Z,"44km W of Chenaran, Iran",earthquake,5.3,1.9,0.192,8,reviewed,us,us
2016-10-25T11:46:11.840Z,-16.7046,-173.882,133.77,4.8,mb,,61,3.442,1,us,us20007glg,2016-10-25T12:08:54.040Z,"84km S of Hihifo, Tonga",earthquake,9.1,6.8,0.036,242,reviewed,us,us
2016-10-25T11:31:59.000Z,61.4964,-151.3278,63.5,3,ml,,,,0.63,ak,ak14265763,2016-10-25T11:51:06.661Z,"73km W of Big Lake, Alaska",earthquake,0.2,0.4,,,automatic,ak,ak
2016-10-25T11:04:52.420Z,-6.629,154.8844,35,4.7,mb,,66,3.633,1.09,us,us20007gle,2016-10-25T13:41:08.040Z,"74km WSW of Panguna, Papua New Guinea",earthquake,5.7,1.9,0.092,36,reviewed,us,us
2016-10-25T10:45:22.610Z,43.9641,148.0558,48.67,4.8,mb,,135,3.941,0.73,us,us20007gkx,2016-10-25T11:16:36.040Z,"108km E of Shikotan, Russia",earthquake,9.1,7.3,0.041,183,reviewed,us,us
2016-10-25T09:25:41.380Z,40.3691,143.7406,35,4.6,mb,,187,1.702,0.54,us,us20007gkr,2016-10-25T11:35:07.040Z,"172km ENE of Miyako, Japan",earthquake,5.5,2,0.181,9,reviewed,us,us
2016-10-25T09:04:09.460Z,-19.6989,-177.4622,527.5,4.4,mb,,157,4.673,0.58,us,us20007gkk,2016-10-25T14:17:10.040Z,"166km NE of Ndoi Island, Fiji",earthquake,12.3,15.3,0.138,15,reviewed,us,us
2016-10-25T08:24:34.250Z,1.6013,127.3992,158.82,4.6,mb,,167,0.824,0.79,us,us20007gkc,2016-10-25T09:30:18.040Z,"69km WSW of Tobelo, Indonesia",earthquake,8,8.1,0.119,21,reviewed,us,us
2016-10-25T07:18:21.280Z,-26.7416,-70.9474,19.81,5.2,mb,,97,0.668,1.44,us,us20007gk0,2016-10-26T17:05:02.000Z,"92km NW of Copiapo, Chile",earthquake,6,3.9,0.03,380,reviewed,us,us
2016-10-25T06:57:56.200Z,18.9685,-67.2762,31,3.1,Md,18,216,0.52102286,0.87,pr,pr16299002,2016-10-25T07:42:33.169Z,"55km NNW of San Antonio, Puerto Rico",earthquake,3.2,16.1,0,15,reviewed,pr,pr
2016-10-25T05:48:26.000Z,61.6513,-147.6396,14.5,2.6,ml,,,,0.82,ak,ak14264778,2016-10-25T06:13:57.725Z,"66km ESE of Sutton-Alpine, Alaska",earthquake,0.2,0.2,,,automatic,ak,ak
2016-10-25T05:26:59.000Z,67.4954,-162.0452,52.5,2.7,ml,,,,0.51,ak,ak14264774,2016-10-25T18:52:45.397Z,"40km ESE of Noatak, Alaska",earthquake,1.1,3.4,,,reviewed,ak,ak
2016-10-25T04:46:38.500Z,18.1553,-67.8582,100,3.1,Md,10,313.2,0.42580144,0.28,pr,pr16299004,2016-10-25T09:31:22.404Z,"67km WSW of Rincon, Puerto Rico",earthquake,2.4,1.1,0,7,reviewed,pr,pr
2016-10-25T04:45:50.360Z,22.6247,121.4934,2.91,4.9,mwr,,67,0.427,0.88,us,us20007gjh,2016-10-30T00:44:06.350Z,"38km ESE of Taitung City, Taiwan",earthquake,5.1,4.3,0.063,24,reviewed,us,us
2016-10-25T04:42:14.300Z,19.6028,-64.7543,25,3.6,Md,18,291.6,1.18667449,0.27,pr,pr16299001,2016-10-25T05:17:09.057Z,"132km N of Road Town, British Virgin Islands",earthquake,1.1,23.4,0,10,reviewed,pr,pr
2016-10-25T04:16:31.700Z,19.2338,-64.5954,24,3.2,Md,8,309.6,0.81297533,0.31,pr,pr16299003,2016-10-25T09:29:41.806Z,"90km N of Road Town, British Virgin Islands",earthquake,2,25.8,0,6,reviewed,pr,pr
2016-10-25T03:36:55.700Z,18.385,-64.4123,10,3.1,Md,6,342,0.19583273,0.37,pr,pr16299005,2016-10-25T09:05:35.774Z,"21km E of Road Town, British Virgin Islands",earthquake,5.8,1.8,0,5,reviewed,pr,pr
2016-10-25T03:08:41.000Z,61.9529,-151.1117,82.2,2.5,ml,,,,0.56,ak,ak14264442,2016-10-25T03:55:09.495Z,"61km WNW of Willow, Alaska",earthquake,0.2,0.6,,,automatic,ak,ak
2016-10-25T02:42:50.480Z,35.8158333,-84.0938333,3.32,2.7,md,31,36,0.1557,0.25,se,se60163236,2016-10-30T02:17:22.401Z,"4km W of Louisville, Tennessee",earthquake,0.41,1.25,0.123,18,reviewed,se,se
2016-10-25T02:10:12.300Z,18.7408,-67.898,30,3.1,Md,10,219.6,0.5111414,1.02,pr,pr16299000,2016-10-25T05:06:13.654Z,"56km ENE of Punta Cana, Dominican Republic",earthquake,6.6,19,0,9,reviewed,pr,pr
2016-10-25T00:38:06.280Z,19.375,-155.2443333,27.619,2.57,ml,49,50,0.003794,0.1,hv,hv61456671,2016-10-26T20:46:50.418Z,"6km S of Volcano, Hawaii",earthquake,0.42,0.48,0.155,14,reviewed,hv,hv
2016-10-24T23:30:01.260Z,-2.5516,29.1276,10,4.7,mb,,99,2.518,0.86,us,us20007gih,2016-10-25T20:46:21.040Z,"25km ESE of Cyangugu, Rwanda",earthquake,11.4,1.9,0.096,33,reviewed,us,us
2016-10-24T22:55:19.200Z,19.336,-65.2362,6,2.5,Md,4,306,1.02318111,0.2,pr,pr16298007,2016-10-25T00:07:26.494Z,"114km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,8.4,7.8,0,3,reviewed,pr,pr
2016-10-24T21:04:47.060Z,39.795,28.6703,8,4.1,ml,,,,0.69,us,us20007ghj,2016-10-24T21:27:02.466Z,"20km W of Yenice, Turkey",earthquake,5.8,6.9,,,reviewed,isk,isk
2016-10-24T20:52:17.680Z,40.1964,143.848,10,4.9,mb,,134,1.89,1.25,us,us20007gh8,2016-10-26T18:06:09.000Z,"173km ENE of Miyako, Japan",earthquake,6.8,1.9,0.076,54,reviewed,us,us
2016-10-24T19:25:45.000Z,53.9163,-163.9169,41.1,2.6,ml,10,262.799978976,,0.3,ak,ak14262970,2016-10-28T05:02:11.769Z,"109km SSW of False Pass, Alaska",earthquake,2.3,3.1,,,reviewed,ak,ak
2016-10-24T18:12:09.000Z,55.075,-160.2311,48.9,2.5,ml,7,140.399988768,,0.48,ak,ak14262673,2016-10-28T05:02:13.167Z,"33km SSE of Sand Point, Alaska",earthquake,0.6,0.6,,,reviewed,ak,ak
2016-10-24T17:49:14.000Z,57.8753,-156.3898,136.4,3.1,ml,,,,0.75,ak,ak14262661,2016-10-28T05:02:28.794Z,"91km S of King Salmon, Alaska",earthquake,0.5,0.4,,,reviewed,ak,ak
2016-10-24T16:35:35.500Z,40.7326667,-121.5251667,6.33,2.64,md,19,87,0.09648,0.08,nc,nc72716941,2016-10-24T23:04:02.613Z,"20km SE of Burney, California",earthquake,0.28,1.2,0.226,21,reviewed,nc,nc
2016-10-24T16:13:37.120Z,53.5182,87.3454,16.16,4.2,mb,,179,1.561,0.39,us,us20007ge9,2016-10-24T19:01:57.040Z,"6km ESE of Kaltan, Russia",earthquake,9,6,0.159,11,reviewed,us,us
2016-10-24T15:21:02.720Z,-11.6525,-76.9286,72.15,4.4,mb,,170,0.343,0.73,us,us20007gdz,2016-10-26T04:18:56.605Z,"34km NW of Santa Eulalia, Peru",earthquake,4.5,8.8,0.267,4,reviewed,us,us
2016-10-24T14:44:11.010Z,46.4182,7.5907,4.55,4.4,mb,,59,0.209,0.76,us,us20007gdv,2016-10-27T07:15:06.604Z,"5km NNW of Leukerbad, Switzerland",earthquake,3.9,5.6,0.269,4,reviewed,us,us
2016-10-24T13:50:13.790Z,37.1243,-97.8472,5,2.8,mb_lg,,59,0.103,0.42,us,us20007gdm,2016-10-24T21:21:37.340Z,"16km E of Anthony, Kansas",earthquake,2.1,1.5,0.12,18,reviewed,us,us
2016-10-24T13:30:31.020Z,19.4148331,-155.2828369,10.4,2.54,md,33,31,0.003055,0.28,hv,hv61456051,2016-10-24T20:37:21.000Z,"5km WSW of Volcano, Hawaii",earthquake,0.47,0.55,0.11,16,reviewed,hv,hv
2016-10-24T13:25:54.930Z,37.1368,-97.8279,5,3.5,mb_lg,,54,0.057,0.27,us,us20007gdi,2016-10-25T12:18:24.724Z,"18km E of Anthony, Kansas",earthquake,2,1.5,0.053,94,reviewed,us,us
2016-10-24T10:39:46.600Z,18.884,-66.2755,45,2.7,Md,9,248.4,0.47071721,0.28,pr,pr16298005,2016-10-24T12:48:34.444Z,"46km N of Brenas, Puerto Rico",earthquake,1.7,3.6,0,9,reviewed,pr,pr
2016-10-24T08:58:48.500Z,18.027,-64.1685,19,2.5,Md,4,334.8,0.64768532,0.17,pr,pr16298002,2016-10-24T12:07:13.909Z,"64km SE of Road Town, British Virgin Islands",earthquake,7.2,14.5,0,3,reviewed,pr,pr
2016-10-24T08:02:53.210Z,27.9851,53.1435,10,4.3,mb,,102,4.085,1.03,us,us20007gc2,2016-10-24T10:08:46.040Z,"69km SW of Jahrom, Iran",earthquake,7.2,2,0.143,14,reviewed,us,us
2016-10-24T04:24:13.070Z,39.3298,-118.4506,13.9,3.1,ml,39,69.36,0.257,0.2321,nn,nn00564336,2016-10-26T13:09:58.608Z,"32km ESE of Fallon, Nevada",earthquake,,1.3,0.3,24,reviewed,nn,nn
2016-10-24T03:01:16.100Z,45.1713,150.7246,47.37,4.7,mb,,136,6.335,0.67,us,us20007gbb,2016-10-24T03:42:52.040Z,"223km E of Kuril'sk, Russia",earthquake,11.2,8.1,0.055,101,reviewed,us,us
2016-10-24T02:40:28.100Z,18.6068,-65.0398,24,3.1,Md,7,226.8,0.26679964,0.15,pr,pr16298000,2016-10-24T03:55:41.982Z,"31km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0.8,2.4,0,7,reviewed,pr,pr
2016-10-24T02:03:48.000Z,65.8571,-166.2966,5.9,2.9,ml,,,,1.16,ak,ak14279998,2016-10-28T04:30:06.445Z,"45km SSW of Shishmaref, Alaska",earthquake,2.6,3.1,,,reviewed,ak,ak
2016-10-24T01:55:06.940Z,-35.9759,-102.7357,10,5.2,mb,,64,19.759,0.84,us,us20007gb2,2016-10-25T15:11:31.040Z,Southeast of Easter Island,earthquake,10.3,1.9,0.029,382,reviewed,us,us
2016-10-24T01:30:59.860Z,39.0221667,-122.5735,3.7,2.51,md,42,51,0.0699,0.08,nc,nc72716631,2016-10-25T03:10:32.788Z,"8km NNE of Clearlake, California",earthquake,0.12,0.61,0.364,44,reviewed,nc,nc
2016-10-24T01:12:32.830Z,33.2488333,-116.4145,4.95,3.31,ml,100,26,0.01944,0.16,ci,ci37510559,2016-10-28T22:04:00.989Z,"4km WSW of Borrego Springs, CA",earthquake,0.1,0.28,0.184,185,reviewed,ci,ci
2016-10-24T00:56:27.470Z,36.2311,71.024,99.83,4,mb,,109,1.393,0.87,us,us20007gas,2016-10-24T01:10:11.040Z,"31km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,3.7,13.2,0.184,8,reviewed,us,us
2016-10-24T00:33:34.440Z,36.7888,-97.565,3.26,3.2,mb_lg,,56,0.199,0.35,us,us20007gaj,2016-10-24T01:02:13.124Z,"15km E of Medford, Oklahoma",earthquake,2.5,7.8,0.062,68,reviewed,us,us
2016-10-24T00:28:56.570Z,40.2247,143.9775,28.85,4.8,mb,,136,1.892,0.51,us,us20007gal,2016-10-24T01:01:39.040Z,"184km ENE of Miyako, Japan",earthquake,8.2,5.8,0.072,60,reviewed,us,us
2016-10-23T23:59:02.700Z,18.6105,-64.2212,46,2.7,Md,5,345.6,0.42130987,0.11,pr,pr16297012,2016-10-24T03:35:58.859Z,"46km ENE of Road Town, British Virgin Islands",earthquake,5.7,1.6,0,4,reviewed,pr,pr
2016-10-23T23:58:14.000Z,52.504,-172.0275,113.9,3,ml,,,,0.62,ak,ak14274750,2016-10-27T20:32:06.171Z,"52km W of Amukta Island, Alaska",earthquake,11.3,1.9,,,reviewed,ak,ak
2016-10-23T23:48:42.000Z,56.5401,-148.7111,12,2.8,ml,,,,0.62,ak,ak14274749,2016-10-27T01:16:15.387Z,"263km ESE of Kodiak, Alaska",earthquake,2.9,2.8,,,reviewed,ak,ak
